100;7572
200;37667
300;106170
400;225340
500;409627
600;679306
700;1049846
800;1533300
900;2134432
1000;2889297
2000;5876609
3000;12612518
4000;24636762
5000;43442151
6000;70582999
7000;107449289
8000;155450251
9000;216089332
10000;291579140
